,TEMPERATURE,TEMPERATURE_DELTA,SOLAR_RADIATION,OZONE,CO,NO,NOY,NOYDIF,SO2_GA,MEAN PM 2.5,MEAN PM 10,PBLH,AQI_TRUE
2011-01-29,0.3510625,-0.054849999999999996,1.9642499999999998,6.7130624999999995,317.9502435064935,0.5036681818181818,6.1664328282828285,7.547748637071651,1.7200694444444444,11.142857142857142,8.714285714285715,702.40466,-1.0
2011-01-30,0.2785,-0.06256666666666666,2.7225,6.662416666666666,317.26675324675324,0.4999912878787879,6.148372348484848,7.545216480948958,1.6908125,9.657142857142858,8.619047619047619,1025.2224,0.0
2011-02-01,0.133375,-0.078,4.239,6.561125,315.8997727272727,0.4926375,6.112251388888889,7.54015216870357,1.632298611111111,6.685714285714287,8.428571428571429,534.344,-1.0
2011-02-02,2.74625,0.04766666666666667,82.31479166666666,16.787666666666667,315.21628246753244,0.4889606060606061,6.0941909090909085,7.537620012580877,1.6030416666666667,5.2,8.333333333333334,967.3155,-1.0
2011-02-03,-1.6890833333333333,0.139625,154.72595833333332,32.62583333333333,314.53279220779217,0.48528371212121213,6.076130429292929,7.535087856458183,1.5737847222222223,5.966666666666666,9.333333333333334,1368.2616,-1.0
2011-02-04,-0.637125,0.5545416666666666,123.60679166666667,13.591041666666667,313.8493019480519,0.4816068181818182,6.058069949494949,7.53255570033549,1.5445277777777777,12.2,18.0,736.46185,0.0
2011-02-05,1.7013333333333334,0.11199999999999999,32.98675,18.467916666666667,313.1658116883117,0.47792992424242425,6.04000946969697,7.5300235442127965,1.5152708333333333,6.4,10.5,523.943,-1.0
2011-02-06,3.716458333333333,0.16966666666666666,163.93045833333335,32.01708333333333,312.4823214285714,0.47425303030303034,6.0219489898989895,7.527491388090103,1.486013888888889,12.100000000000001,13.5,1442.7617,0.0
2011-02-07,2.6457083333333333,0.26395833333333335,116.26766666666667,19.032625,311.79883116883116,0.4705761363636364,6.00388851010101,7.52495923196741,1.4567569444444444,18.4,7.0,647.78735,0.0
2011-02-08,0.6880416666666666,0.028333333333333332,135.18966666666668,28.411695652173915,311.1153409090909,0.4668992424242424,5.98582803030303,7.522427075844716,1.4275,7.75,21.0,2668.7725,-1.0
2011-02-09,-3.6729583333333333,-0.064625,120.77041666666666,29.52875,310.4318506493506,0.4632223484848485,5.967767550505051,7.519894919722023,2.435541666666667,7.1,14.0,1873.0242,-1.0
2011-02-10,-3.909625,0.05033333333333332,191.4795,32.782,309.74836038961035,0.4595454545454546,5.9497070707070705,7.517362763599329,3.879875,8.466666666666667,12.0,1343.6863,-1.0
2011-02-11,-3.561208333333333,0.35525,196.47775000000001,33.57667692307692,309.0648701298701,0.4558685606060606,5.93164659090909,7.514830607476635,2.4607916666666667,14.399999999999999,10.0,1235.1289,0.0
2011-02-12,-0.18145833333333328,0.40208333333333335,152.14104166666667,34.371353846153845,308.3813798701299,0.45219166666666666,5.913586111111111,7.512298451353942,1.7798333333333334,14.4,10.0,2208.9036,0.0
2011-02-13,6.087416666666666,0.32483333333333336,97.77820833333334,35.166030769230765,307.6978896103896,0.44851477272727275,5.895525631313131,7.509766295231248,1.6555,8.1,11.0,1177.0286,-1.0
2011-02-14,11.133916666666666,0.016666666666666666,171.393375,35.96070769230769,307.01439935064934,0.44483787878787884,5.8774651515151515,7.507234139108555,1.3843750000000001,5.125,19.75,2905.915,-1.0
