, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb),Temperture (C),Dew Point Temp (C),Relative Humidity (%)
2011-05-01,-1.0,873.62213,8.0,31.0,36.0,0.0,0.0,27.0,13.516666666666666,8.733333333333333,73.1675
2011-05-02,-1.0,1448.4901,9.0,43.0,49.0,0.0,0.0,34.0,17.161538461538463,12.38076923076923,73.96576923076923
2011-05-03,0.0,1816.5363,9.0,43.0,56.0,26.0,0.0,20.0,21.708333333333332,15.9375,71.03291666666667
2011-05-04,-1.0,1910.5156,7.0,37.0,20.0,0.0,0.0,16.0,12.948717948717949,8.24102564102564,75.03846153846153
2011-05-05,-1.0,2778.1216,8.0,48.0,27.0,0.0,0.0,46.0,12.92,1.396,48.8732
2011-05-06,0.0,2228.2122,10.0,51.0,40.0,0.0,0.0,38.0,15.330769230769231,5.246153846153846,53.34269230769231
2011-05-07,0.0,2275.2979,8.0,50.0,40.0,0.0,0.0,19.0,16.717391304347824,6.947826086956522,55.10130434782609
2011-05-08,0.0,1975.6965,11.0,54.0,52.0,0.0,0.0,35.0,17.804166666666667,9.049999999999999,57.82875000000001
2011-05-09,-1.0,2155.5918,13.0,48.0,48.0,24.0,0.0,39.0,17.61904761904762,9.076190476190476,60.432380952380946
2011-05-10,-1.0,1483.6244,10.0,49.0,27.0,0.0,0.0,41.0,17.566666666666666,6.3625,49.81875
2011-05-11,0.0,1728.1245,8.0,74.0,34.0,0.0,0.0,24.0,18.16,10.32,61.74
2011-05-12,0.0,1295.9055,9.0,58.0,47.0,0.0,0.0,24.0,17.14,12.216,74.11880000000001
2011-05-13,0.0,796.63385,9.0,34.0,59.0,0.0,0.0,20.0,16.917142857142856,14.502857142857144,85.83571428571429
2011-05-14,-1.0,582.4203,8.0,31.0,40.0,0.0,0.0,15.0,16.613333333333333,15.264444444444443,91.86999999999999
2011-05-15,-1.0,1068.6366,8.0,44.0,45.0,13.0,0.0,17.0,18.645454545454545,16.91590909090909,90.47477272727272
2011-05-16,-1.0,1584.0355,10.0,44.0,48.0,0.0,0.0,37.0,19.9,15.683333333333334,78.26533333333333
2011-05-17,-1.0,1224.437,10.0,43.0,33.0,0.0,0.0,18.0,19.052941176470586,16.191176470588236,84.15058823529411
2011-05-18,-1.0,1237.3484,9.0,37.0,35.0,0.0,0.0,26.0,18.63684210526316,16.30263157894737,86.69842105263157
2011-05-19,-1.0,1421.2754,10.0,39.0,42.0,0.0,0.0,32.0,17.793333333333333,14.81,83.66833333333334
2011-05-20,0.0,1430.395,9.0,42.0,59.0,0.0,0.0,33.0,17.472727272727273,12.6,74.71636363636364
2011-05-21,0.0,2005.599,9.0,51.0,49.0,19.0,0.0,40.0,20.808333333333334,12.891666666666666,62.55791666666667
2011-05-22,0.0,1395.0208,11.0,50.0,59.0,0.0,0.0,38.0,21.34090909090909,15.622727272727273,71.73363636363636
2011-05-23,0.0,1396.2687,9.0,42.0,69.0,0.0,0.0,20.0,21.654545454545456,18.400000000000002,82.98454545454545
2011-05-24,0.0,2058.8765,9.0,44.0,60.0,0.0,0.0,34.0,23.996296296296297,18.74074074074074,75.0874074074074
2011-05-25,0.0,1641.4888,9.0,93.0,57.0,0.0,0.0,22.0,23.792307692307695,17.91923076923077,71.63038461538461
2011-05-26,0.0,1927.6028,10.0,58.0,80.0,0.0,0.0,20.0,26.041666666666668,19.45416666666667,69.21833333333333
2011-05-27,0.0,1526.4384,9.0,49.0,57.0,25.0,0.0,25.0,26.36785714285714,18.564285714285713,62.574285714285715
2011-05-28,-1.0,1585.5234,8.0,42.0,38.0,0.0,0.0,10.0,22.951612903225808,17.84193548387097,73.98709677419355
2011-05-29,0.0,1197.5583,9.0,33.0,67.0,0.0,0.0,11.0,24.078125,20.621875,81.5696875
2011-05-30,1.0,1923.187,10.0,100.0,76.0,0.0,0.0,35.0,27.912499999999998,20.900000000000002,70.34666666666666
2011-05-31,1.0,2069.9639,11.0,150.0,93.0,0.0,0.0,35.0,29.670833333333334,21.320833333333333,63.666666666666664
2011-06-01,0.0,1932.0667,10.0,74.0,90.0,0.0,0.0,25.0,29.608571428571427,22.02857142857143,65.70314285714286
2011-06-02,0.0,1978.5764,9.0,97.0,33.0,30.0,0.0,19.0,27.469565217391303,9.934782608695652,35.97391304347826
2011-06-03,0.0,1801.8489,9.0,51.0,23.0,0.0,0.0,39.0,22.112,5.428,34.798
2011-06-04,1.0,1481.5605,13.0,108.0,90.0,0.0,0.0,37.0,23.12608695652174,8.326086956521738,40.49608695652174
2011-06-05,0.0,1450.362,9.0,93.0,61.0,0.0,0.0,19.0,23.558333333333334,15.583333333333334,61.43875
2011-06-06,0.0,2349.9343,9.0,93.0,56.0,0.0,0.0,29.0,24.730434782608693,15.747826086956522,62.41217391304348
2011-06-07,0.0,2007.3269,10.0,93.0,64.0,0.0,0.0,27.0,26.041666666666668,16.2625,57.64625
2011-06-08,1.0,2201.8613,11.0,143.0,88.0,42.0,0.0,36.0,29.075,20.091666666666665,61.79208333333333
2011-06-09,1.0,2646.416,13.0,122.0,89.0,0.0,0.0,25.0,31.44782608695652,22.13478260869565,61.49260869565217
2011-06-10,1.0,2096.9385,13.0,166.0,79.0,0.0,0.0,28.0,28.36470588235294,19.091176470588238,58.40735294117647
2011-06-11,1.0,1745.7396,13.0,101.0,72.0,0.0,0.0,20.0,28.47142857142857,20.142857142857142,61.765
2011-06-12,0.0,2065.548,10.0,77.0,64.0,0.0,0.0,22.0,26.48,20.334285714285716,70.65085714285715
2011-06-13,-1.0,2172.9668,10.0,42.0,37.0,0.0,0.0,12.0,22.958333333333332,12.891666666666666,55.42791666666667
2011-06-14,0.0,1836.6472,9.0,36.0,67.0,16.0,0.0,15.0,21.59583333333333,10.091666666666667,48.15625
2011-06-15,0.0,2246.0674,9.0,54.0,43.0,0.0,0.0,32.0,21.962500000000002,9.904166666666667,48.912083333333335
2011-06-16,0.0,1644.9926,11.0,44.0,55.0,0.0,0.0,30.0,22.636363636363637,15.433333333333334,64.55545454545454
2011-06-17,0.0,2178.8706,11.0,64.0,48.0,0.0,0.0,26.0,23.302040816326528,17.775510204081634,74.04693877551021
2011-06-18,0.0,1761.8188,11.0,80.0,56.0,0.0,0.0,23.0,24.44193548387097,19.15806451612903,74.28580645161291
2011-06-19,0.0,1526.1504,11.0,97.0,66.0,0.0,0.0,24.0,26.3625,18.991666666666667,64.59
2011-06-20,0.0,1545.8293,11.0,67.0,58.0,19.0,0.0,16.0,22.75714285714286,17.992857142857144,75.18499999999999
2011-06-21,0.0,1061.8689,13.0,58.0,56.0,0.0,0.0,24.0,24.28,19.936,77.6012
2011-06-22,0.0,1695.6301,14.0,46.0,53.0,0.0,0.0,25.0,27.523076923076925,21.357692307692307,69.98192307692308
2011-06-23,-1.0,1322.0164,11.0,38.0,46.0,0.0,0.0,20.0,27.648000000000003,21.776,70.7192
2011-06-24,0.0,1986.7839,10.0,51.0,31.0,0.0,0.0,17.0,26.94074074074074,18.196296296296296,62.48518518518518
2011-06-25,-1.0,1468.5531,9.0,44.0,47.0,0.0,0.0,9.0,26.112,14.16,48.0132
2011-06-26,-1.0,1832.7594,10.0,44.0,45.0,19.0,0.0,19.0,24.879166666666666,13.891666666666667,51.263749999999995
2011-06-27,0.0,915.3321,10.0,54.0,63.0,0.0,0.0,34.0,25.107407407407408,17.574074074074073,64.0537037037037
2011-06-28,0.0,1655.8401,8.0,80.0,56.0,0.0,0.0,39.0,28.457142857142856,20.214285714285715,62.534642857142856
2011-06-29,0.0,2155.2559,5.0,77.0,46.0,0.0,0.0,18.0,27.44,16.168,53.8904
2011-06-30,0.0,2214.4849,5.0,74.0,40.0,0.0,0.0,32.0,25.879166666666666,11.829166666666666,43.56916666666667
2011-07-01,1.0,2706.6528,8.0,119.0,54.0,0.0,0.0,42.0,27.125,10.866666666666667,39.1725
2011-07-02,1.0,2524.4058,10.0,151.0,63.0,0.0,0.0,45.0,27.657916666666665,13.009583333333333,43.34
2011-07-03,1.0,2340.1907,6.0,100.0,68.0,0.0,0.0,25.0,26.28736842105263,19.649210526315787,68.77657894736842
2011-07-04,0.0,1680.1268,6.0,74.0,97.0,52.0,0.0,25.0,26.27,19.823333333333334,69.88166666666666
2011-07-05,1.0,1974.1605,6.0,108.0,64.0,0.0,0.0,25.0,28.108333333333334,19.10833333333333,59.13
2011-07-06,0.0,1204.662,7.0,48.0,69.0,0.0,0.0,37.0,27.36296296296296,21.81111111111111,72.08666666666667
2011-07-07,1.0,2331.599,7.0,154.0,70.0,0.0,0.0,21.0,27.1125,20.95,72.6434375
2011-07-08,0.0,1227.7489,7.0,44.0,62.0,23.0,0.0,20.0,26.794285714285714,21.762857142857143,74.46342857142857
2011-07-09,0.0,2207.1892,6.0,67.0,55.0,0.0,0.0,21.0,27.129166666666666,18.529166666666665,63.32583333333333
2011-07-10,1.0,2067.756,7.0,100.0,67.0,0.0,0.0,25.0,28.36,18.752,57.373999999999995
2011-07-11,0.0,1799.353,7.0,64.0,64.0,0.0,0.0,21.0,29.479166666666668,20.970833333333335,60.75
2011-07-12,0.0,2278.3696,6.0,87.0,54.0,26.0,0.0,17.0,29.81153846153846,20.77692307692308,60.50538461538462
2011-07-13,0.0,2278.7058,8.0,74.0,67.0,0.0,0.0,35.0,28.491891891891893,19.964864864864865,62.77216216216217
2011-07-14,0.0,2349.9343,7.0,64.0,26.0,18.0,0.0,31.0,25.233333333333334,14.095833333333333,52.49666666666667
2011-07-15,-1.0,1693.7102,6.0,44.0,26.0,9.0,0.0,17.0,24.058333333333334,15.104166666666666,58.4775
2011-07-16,-1.0,1937.4424,6.0,44.0,26.0,9.0,0.0,20.0,25.087500000000002,15.854166666666666,58.025
2011-07-17,-1.0,1858.6301,6.0,45.0,39.0,9.0,0.0,10.0,26.733333333333334,17.933333333333334,59.33291666666667
2011-07-18,1.0,1954.8655,7.0,108.0,82.0,9.0,0.0,20.0,28.125,20.633333333333333,64.83583333333333
2011-07-19,0.0,1756.0112,7.0,77.0,72.0,9.0,0.0,32.0,30.177777777777777,21.90740740740741,62.071481481481484
2011-07-20,1.0,1904.468,8.0,136.0,89.0,38.0,0.0,23.0,28.575,23.00714285714286,73.0332142857143
2011-07-21,0.0,1959.6173,8.0,87.0,94.0,0.0,0.0,26.0,31.530434782608697,24.77391304347826,68.83347826086957
2011-07-22,1.0,2467.9126,8.0,143.0,85.0,0.0,0.0,45.0,33.62692307692308,24.092307692307692,59.035384615384615
2011-07-23,1.0,2499.783,9.0,112.0,75.0,0.0,0.0,13.0,33.65833333333333,21.0375,48.653333333333336
2011-07-24,0.0,1680.5588,7.0,71.0,77.0,0.0,0.0,10.0,32.53076923076923,21.934615384615384,54.35153846153845
2011-07-25,0.0,1180.2792,8.0,54.0,62.0,0.0,0.0,21.0,28.935294117647057,23.355882352941176,72.49205882352942
2011-07-26,1.0,2945.9692,7.0,100.0,52.0,24.0,0.0,30.0,28.773076923076925,18.946153846153848,60.57192307692307
2011-07-27,0.0,2377.2449,6.0,50.0,42.0,0.0,0.0,34.0,30.045833333333334,14.766666666666666,41.10333333333333
2011-07-28,1.0,1886.5648,8.0,136.0,67.0,0.0,0.0,43.0,29.528000000000002,19.18,54.1824
2011-07-29,1.0,2736.7954,8.0,100.0,81.0,0.0,0.0,22.0,32.637499999999996,21.9375,58.17875
2011-07-30,0.0,2506.6946,6.0,77.0,51.0,0.0,0.0,22.0,31.73478260869565,17.756521739130434,45.61086956521739
2011-07-31,0.0,2796.9844,7.0,84.0,52.0,0.0,0.0,35.0,31.504166666666666,16.958333333333332,45.805
2011-08-01,1.0,3155.767,7.0,119.0,58.0,27.0,0.0,21.0,30.108,18.572,53.602
2011-08-02,0.0,2619.1052,7.0,77.0,58.0,0.0,0.0,20.0,29.391666666666666,17.083333333333332,51.694583333333334
2011-08-03,0.0,1464.5214,9.0,39.0,91.0,0.0,0.0,28.0,28.04848484848485,19.921212121212122,62.30454545454546
2011-08-04,0.0,1296.8175,8.0,51.0,72.0,0.0,0.0,22.0,26.1975,22.1375,79.33875
2011-08-05,0.0,1378.5575,7.0,45.0,54.0,14.0,0.0,26.0,26.42142857142857,19.010714285714283,64.91857142857143
2011-08-06,0.0,1512.519,6.0,42.0,60.0,14.0,0.0,14.0,26.99142857142857,21.391428571428573,72.39657142857143
2011-08-07,0.0,1805.1128,7.0,50.0,68.0,9.0,0.0,23.0,27.541071428571428,23.15892857142857,78.19839285714285
2011-08-08,0.0,1859.3501,9.0,74.0,69.0,9.0,0.0,38.0,28.712500000000002,20.383333333333333,63.7825
2011-08-09,0.0,2136.2007,10.0,64.0,76.0,17.0,0.0,37.0,29.57037037037037,20.62222222222222,59.51481481481482
2011-08-10,0.0,2611.1377,9.0,58.0,59.0,16.0,0.0,25.0,29.541666666666668,15.516666666666666,44.14958333333333
2011-08-11,0.0,2555.7483,8.0,58.0,62.0,14.0,0.0,40.0,27.400000000000002,12.15,40.312916666666666
2011-08-12,0.0,2459.8489,8.0,84.0,60.0,13.0,0.0,38.0,26.349999999999998,11.637500000000001,41.33958333333333
2011-08-13,0.0,1495.1919,9.0,40.0,80.0,14.0,0.0,45.0,25.296875,19.365625,70.815625
2011-08-14,-1.0,1287.266,8.0,38.0,43.0,13.0,0.0,13.0,24.571153846153848,21.734615384615385,84.75711538461539
2011-08-15,-1.0,1159.1122,19.0,40.0,29.0,7.0,0.0,27.0,23.308695652173913,18.83478260869565,77.295
2011-08-16,-1.0,1826.9517,20.0,37.0,47.0,6.0,0.0,31.0,25.75,16.75,58.810833333333335
2011-08-17,0.0,2147.912,9.0,51.0,48.0,7.0,0.0,26.0,26.958333333333332,17.379166666666666,57.319583333333334
2011-08-18,0.0,2396.492,6.0,54.0,55.0,7.0,0.0,31.0,27.742857142857144,18.88,60.05428571428572
2011-08-19,0.0,1313.2808,7.0,84.0,57.0,17.0,0.0,25.0,25.63243243243243,19.5,70.11567567567567
2011-08-20,0.0,1590.6112,7.0,90.0,51.0,16.0,0.0,26.0,24.0875,18.765625,73.9428125
2011-08-21,0.0,1335.5037,5.0,43.0,58.0,9.0,0.0,11.0,27.008823529411764,22.052941176470586,74.78058823529412
2011-08-22,-1.0,2502.0388,5.0,40.0,33.0,9.0,0.0,26.0,26.004,14.927999999999999,53.8812
2011-08-23,0.0,2363.6616,7.0,51.0,49.0,11.0,0.0,29.0,23.212500000000002,9.329166666666667,42.18958333333333
2011-08-24,0.0,1908.5957,8.0,51.0,61.0,11.0,0.0,28.0,24.129166666666666,15.612499999999999,59.749583333333334
2011-08-25,0.0,663.6323,11.0,34.0,60.0,11.0,0.0,23.0,25.709302325581394,21.38372093023256,77.3293023255814
2011-08-26,0.0,1198.5183,15.0,49.0,54.0,11.0,0.0,25.0,25.73793103448276,20.96896551724138,75.93137931034482
2011-08-27,0.0,1160.9362,9.0,29.0,52.0,6.0,0.0,12.0,24.906122448979595,22.214285714285715,85.0830612244898
2011-08-28,0.0,2006.8469,9.0,40.0,53.0,6.0,0.0,26.0,24.55483870967742,18.654838709677417,72.67774193548388
2011-08-29,0.0,1086.2998,11.0,35.0,56.0,11.0,0.0,30.0,23.120833333333334,13.637500000000001,56.51083333333333
2011-08-30,0.0,1596.083,22.0,47.0,63.0,11.0,0.0,32.0,22.808333333333334,12.454166666666667,54.282916666666665
2011-08-31,0.0,1624.8816,14.0,97.0,60.0,21.0,0.0,44.0,23.5125,14.416666666666666,58.66916666666666
2012-05-01,-1.0,2108.087,11.0,45.0,58.0,0.0,0.0,36.0,20.38148148148148,13.540740740740741,66.70333333333333
2012-05-02,0.0,1080.3911,14.0,33.0,55.0,0.0,0.0,34.0,19.709090909090907,16.166666666666668,80.42454545454547
2012-05-03,0.0,1086.9895,9.0,34.0,51.0,0.0,2.1,22.0,17.405882352941177,13.538235294117648,79.02264705882352
2012-05-04,0.0,1076.7021,10.0,36.0,53.0,0.0,0.0,38.0,22.986486486486488,17.164864864864864,71.19945945945946
2012-05-05,0.0,1654.872,14.0,58.0,23.0,0.0,0.0,31.0,22.374074074074073,17.503703703703703,74.95481481481481
2012-05-06,-1.0,981.41425,8.0,42.0,23.0,0.0,0.0,10.0,19.01111111111111,14.633333333333333,76.315
2012-05-07,-1.0,1328.6383,8.0,44.0,32.0,0.0,0.0,16.0,17.205555555555556,12.052777777777777,73.09833333333333
2012-05-08,-1.0,1117.5918,8.0,43.0,51.0,0.0,0.0,25.0,19.573076923076922,12.846153846153847,65.70538461538462
2012-05-09,0.0,962.8139,8.0,71.0,29.0,0.0,1.8,29.0,20.008108108108107,15.440540540540539,76.16432432432433
2012-05-10,0.0,2367.2969,8.0,71.0,28.0,0.0,0.0,36.0,16.3,7.763999999999999,60.633599999999994
2012-05-11,-1.0,2993.3706,10.0,49.0,55.0,0.0,0.0,32.0,17.212,1.8559999999999999,37.4684
2012-05-12,0.0,1954.0364,10.0,87.0,54.0,0.0,0.0,35.0,19.162499999999998,5.908333333333334,44.1275
2012-05-13,0.0,1912.7311,9.0,64.0,31.0,0.0,0.0,30.0,21.320833333333333,12.483333333333334,57.867916666666666
2012-05-14,-1.0,786.73395,9.0,40.0,23.0,0.0,0.0,25.0,19.323684210526313,15.455263157894736,79.19763157894738
2012-05-15,-1.0,1304.2188,9.0,41.0,53.0,0.0,1.7,25.0,20.920833333333334,17.820833333333333,83.12208333333334
2012-05-16,0.0,2306.8716,9.0,87.0,39.0,0.0,0.0,25.0,22.596,16.316,70.1952
2012-05-17,0.0,1365.2156,8.0,50.0,31.0,0.0,0.0,35.0,21.195833333333333,11.116666666666667,55.50541666666667
2012-05-18,0.0,1593.4596,11.0,74.0,28.0,0.0,0.0,42.0,19.233333333333334,8.266666666666667,51.45374999999999
2012-05-19,1.0,1886.0775,9.0,105.0,28.0,0.0,2.3,36.0,20.537499999999998,7.820833333333333,45.524166666666666
2012-05-20,0.0,1665.9386,10.0,58.0,22.0,0.0,1.9,32.0,22.0,10.870833333333332,50.557916666666664
2012-05-21,-1.0,1155.6758,8.0,27.0,28.0,0.0,0.0,23.0,21.011999999999997,17.702,81.883
2012-05-22,-1.0,1134.6334,9.0,38.0,53.0,0.0,3.2,25.0,21.2425,17.155,78.05725
2012-05-23,0.0,1014.4065,10.0,41.0,56.0,0.0,0.0,33.0,22.69047619047619,17.82857142857143,74.50928571428571
2012-05-24,0.0,1533.1903,10.0,67.0,41.0,0.0,0.0,22.0,22.75121951219512,18.28048780487805,77.26682926829268
2012-05-25,-1.0,1300.5819,8.0,48.0,43.0,0.0,3.3,25.0,24.242424242424242,19.887878787878787,77.6530303030303
2012-05-26,-1.0,1386.8293,7.0,47.0,38.0,0.0,3.2,14.0,24.863333333333333,19.993333333333332,75.548
2012-05-27,-1.0,1586.3936,7.0,36.0,41.0,0.0,3.2,12.0,26.0125,19.491666666666667,68.43041666666666
2012-05-28,-1.0,2044.96,7.0,44.0,49.0,0.0,3.2,14.0,25.807692307692307,19.638461538461538,69.7173076923077
2012-05-29,-1.0,1841.8108,7.0,39.0,44.0,0.0,3.3,14.0,28.162499999999998,20.704166666666666,65.19541666666667
2012-05-30,0.0,1541.7112,9.0,97.0,45.0,0.0,3.2,38.0,23.634375,17.846875,71.9559375
2012-05-31,1.0,2373.5317,9.0,105.0,59.0,0.0,2.7,42.0,25.1125,13.158333333333333,50.26666666666667
2012-06-01,0.0,1492.7163,9.0,45.0,60.0,0.0,0.0,27.0,23.644444444444442,18.733333333333334,75.24962962962962
2012-06-02,0.0,2448.4006,8.0,46.0,48.0,0.0,0.0,33.0,20.466666666666665,13.324242424242424,67.07454545454546
2012-06-03,0.0,2561.8733,9.0,54.0,33.0,0.0,0.8,29.0,20.8875,9.275,49.33625
2012-06-04,-1.0,2180.7217,8.0,33.0,34.0,0.0,0.9,21.0,21.170833333333334,9.529166666666667,48.26624999999999
2012-06-05,-1.0,1857.6575,10.0,36.0,34.0,0.0,1.9,31.0,17.46388888888889,10.694444444444445,66.22777777777777
2012-06-06,-1.0,2119.1016,11.0,44.0,40.0,0.0,0.0,28.0,18.883333333333333,10.179166666666667,58.63708333333333
2012-06-07,-1.0,2417.3308,9.0,48.0,56.0,0.0,2.7,24.0,21.322222222222223,11.362962962962964,57.46925925925926
2012-06-08,0.0,2760.71,11.0,50.0,55.0,0.0,3.2,39.0,22.941666666666666,10.208333333333334,46.955000000000005
2012-06-09,0.0,2815.8877,8.0,90.0,72.0,0.0,0.0,20.0,26.568,11.492,42.093599999999995
2012-06-10,1.0,2637.6775,9.0,154.0,71.0,0.0,2.2,22.0,27.25,15.700000000000001,52.680416666666666
2012-06-11,0.0,2262.8127,8.0,61.0,56.0,0.0,2.1,26.0,26.974999999999998,17.820833333333333,59.475833333333334
2012-06-12,0.0,1028.6426,10.0,31.0,40.0,0.0,1.3,13.0,23.956521739130434,20.693478260869565,82.54782608695652
2012-06-13,-1.0,1719.038,9.0,48.0,58.0,0.0,0.3,12.0,23.958064516129035,16.851612903225806,68.86903225806452
2012-06-14,0.0,1627.1792,10.0,51.0,38.0,0.0,0.8,19.0,23.176923076923078,13.461538461538462,54.677307692307686
2012-06-15,0.0,2013.8381,8.0,61.0,41.0,0.0,0.4,20.0,22.884615384615383,14.034615384615384,60.112307692307695
2012-06-16,0.0,2014.2018,9.0,58.0,48.0,0.0,0.6,27.0,22.708333333333332,11.308333333333332,49.95458333333334
2012-06-17,-1.0,1314.3503,8.0,43.0,42.0,0.0,1.0,21.0,20.834615384615386,12.384615384615385,58.823846153846155
2012-06-18,-1.0,908.88324,10.0,29.0,70.0,0.0,0.7,19.0,18.87142857142857,14.822857142857142,77.75657142857143
2012-06-19,1.0,1653.1573,10.0,126.0,87.0,0.0,2.4,31.0,24.057142857142857,18.27857142857143,70.96821428571428
2012-06-20,1.0,2107.983,10.0,136.0,105.0,0.0,3.5,42.0,29.608333333333334,20.591666666666665,62.20708333333334
2012-06-21,1.0,2159.8872,10.0,156.0,83.0,0.0,11.1,40.0,31.258333333333336,20.458333333333332,55.837916666666665
2012-06-22,1.0,2374.1553,9.0,101.0,77.0,0.0,0.0,20.0,30.33103448275862,20.317241379310346,56.678620689655176
2012-06-23,0.0,2743.253,8.0,67.0,62.0,0.0,0.0,33.0,27.088,16.588,57.523199999999996
2012-06-24,1.0,2530.128,11.0,101.0,59.0,0.0,0.0,36.0,28.104166666666668,14.5375,45.31
2012-06-25,0.0,2573.6675,8.0,74.0,48.0,0.0,0.0,16.0,27.403448275862072,16.306896551724137,53.541724137931034
2012-06-26,-1.0,2647.809,7.0,40.0,51.0,0.0,0.0,14.0,22.55,6.5125,36.39541666666667
2012-06-27,0.0,3179.7378,8.0,45.0,60.0,0.0,1.3,39.0,25.40416666666667,8.783333333333333,35.89291666666667
2012-06-28,1.0,2261.7217,8.0,122.0,82.0,0.0,5.4,40.0,28.237499999999997,12.745833333333332,40.95791666666667
2012-06-29,1.0,2762.2688,8.0,182.0,60.0,0.0,6.2,32.0,32.199999999999996,19.283333333333335,47.815416666666664
2012-06-30,1.0,2730.8872,8.0,101.0,72.0,0.0,0.0,28.0,28.537499999999998,20.55,66.19291666666666
2012-07-01,1.0,2676.0732,14.0,108.0,58.0,0.0,2.7,28.0,31.113636363636363,20.481818181818184,56.31454545454546
2012-07-02,0.0,2544.7278,8.0,58.0,72.0,0.0,1.5,18.0,30.50869565217391,16.934782608695652,45.84739130434782
2012-07-03,1.0,2765.9058,14.0,105.0,92.0,0.0,4.6,24.0,30.491666666666664,16.470833333333335,45.6025
2012-07-04,1.0,2477.2363,14.0,115.0,71.0,0.0,4.3,20.0,29.376666666666665,19.44333333333333,57.81166666666666
2012-07-05,1.0,2492.3037,13.0,143.0,71.0,0.0,4.9,24.0,32.388888888888886,19.225925925925928,46.90962962962963
2012-07-06,1.0,2543.377,14.0,154.0,91.0,0.0,10.0,25.0,32.458333333333336,17.95,44.31666666666666
2012-07-07,1.0,3169.1387,16.0,115.0,99.0,0.0,8.4,18.0,33.746153846153845,20.646153846153844,50.340769230769226
2012-07-08,1.0,2603.3345,15.0,140.0,64.0,0.0,8.7,17.0,33.15714285714286,21.989285714285717,53.183571428571426
2012-07-09,0.0,1101.7971,11.0,49.0,66.0,0.0,0.0,21.0,26.429268292682924,21.18536585365854,74.51219512195122
2012-07-10,0.0,1886.4932,11.0,67.0,60.0,0.0,0.0,25.0,27.3,19.570588235294117,64.50058823529412
2012-07-11,0.0,1754.8359,8.0,50.0,55.0,0.0,1.4,19.0,25.284848484848485,19.033333333333335,71.48484848484848
2012-07-12,0.0,1762.1617,8.0,61.0,61.0,0.0,0.5,27.0,26.76086956521739,16.16521739130435,54.073913043478264
2012-07-13,0.0,1800.1418,8.0,93.0,57.0,0.0,2.7,35.0,27.47083333333333,15.512500000000001,48.71958333333333
2012-07-14,0.0,1120.3455,7.0,48.0,57.0,0.0,1.5,17.0,26.474137931034484,18.962758620689655,64.43206896551725
2012-07-15,0.0,1724.1816,5.0,41.0,66.0,0.0,2.5,12.0,28.120714285714286,22.103571428571428,72.5125
2012-07-16,0.0,1831.6273,7.0,77.0,81.0,0.0,2.0,23.0,29.734375,21.15125,61.495
2012-07-17,1.0,2454.2717,8.0,129.0,81.0,0.0,0.0,30.0,31.483333333333334,19.683333333333334,52.873333333333335
2012-07-18,1.0,2093.643,8.0,105.0,65.0,0.0,5.1,28.0,31.36296296296296,20.755555555555556,55.14851851851852
2012-07-19,1.0,1760.2913,8.0,126.0,66.0,0.0,3.9,21.0,30.079166666666666,20.166666666666668,56.25083333333333
2012-07-20,0.0,861.7069,11.0,34.0,58.0,0.0,0.0,18.0,25.186956521739127,21.98695652173913,82.92760869565218
2012-07-21,0.0,602.5488,7.0,25.0,45.0,0.0,0.4,14.0,20.944444444444443,18.735555555555557,87.21577777777777
2012-07-22,-1.0,837.5992,7.0,36.0,66.0,0.0,0.4,11.0,22.88888888888889,19.305555555555557,80.90805555555556
2012-07-23,0.0,1076.0266,9.0,58.0,71.0,0.0,1.9,14.0,27.24285714285714,21.667857142857144,73.67071428571428
2012-07-24,0.0,1645.8315,9.0,48.0,51.0,0.0,3.0,22.0,28.566666666666666,20.925,64.41458333333334
2012-07-25,0.0,1882.5446,7.0,64.0,77.0,0.0,1.4,22.0,27.329166666666666,14.233333333333334,46.99208333333333
2012-07-26,0.0,2174.0195,8.0,97.0,59.0,0.0,6.0,19.0,29.079166666666666,19.766666666666666,58.96
2012-07-27,0.0,1410.937,8.0,67.0,64.0,0.0,1.3,25.0,29.96666666666667,20.796296296296298,59.71888888888889
2012-07-28,0.0,2053.4287,8.0,71.0,61.0,0.0,1.1,24.0,30.33103448275862,19.772413793103446,54.85931034482759
2012-07-29,0.0,1681.006,8.0,49.0,63.0,0.0,2.0,26.0,26.335714285714285,19.042857142857144,66.04464285714286
2012-07-30,0.0,1474.4277,9.0,51.0,56.0,0.0,0.0,29.0,27.40833333333333,20.349999999999998,66.46833333333333
2012-07-31,0.0,1700.5935,8.0,42.0,62.0,0.0,1.0,21.0,27.186666666666667,20.5,67.96666666666667
2012-08-01,0.0,1913.7183,8.0,93.0,71.0,0.0,1.3,24.0,26.720000000000002,20.083333333333332,68.12033333333333
2012-08-02,0.0,1875.4265,9.0,77.0,79.0,0.0,1.5,22.0,28.54074074074074,20.944444444444443,65.13925925925926
2012-08-03,0.0,1864.7235,8.0,74.0,67.0,0.0,2.6,18.0,29.212500000000002,21.14166666666667,63.41291666666667
2012-08-04,0.0,2033.8933,7.0,54.0,97.0,0.0,1.3,8.0,30.348000000000003,21.916,63.4604
2012-08-05,0.0,2089.3306,6.0,37.0,64.0,0.0,1.6,11.0,29.937037037037037,21.325925925925926,61.45111111111111
