, AQI Value,PBLH (m),CO (ppm),O3 (ppm),PM 2.5 (ug/m3),PM 10 (ug/m3),SO2 (ppb),NO2 (ppb),Temperture (C),Dew Point Temp (C),Relative Humidity (%)
2017-07-09,-1.0,2138.6309,5.0,42.0,54.0,13.0,1.1,18.0,1.9630225080385852,1.1257234726688101,4.101254019292605
2017-07-10,0.0,2314.9956,6.0,54.0,57.0,20.0,0.9,25.0,2.2932268370607027,1.688115015974441,5.736102236421726
2017-07-11,0.0,1849.2578,5.0,45.0,54.0,24.0,1.6,24.0,2.184326923076923,1.6671794871794872,5.24923076923077
2017-07-12,0.0,1849.6929,7.0,47.0,55.0,20.0,2.1,30.0,2.373552631578947,1.6518092105263158,4.682401315789474
2017-07-13,0.0,2100.3994,7.0,51.0,50.0,24.0,1.0,40.0,2.4449840255591053,1.8665814696485623,5.346805111821086
2017-07-14,0.0,2009.5251,6.0,61.0,39.0,19.0,1.9,28.0,3.2682499999999997,2.6805624999999997,8.7433125
2017-07-15,-1.0,2305.5872,7.0,48.0,33.0,14.0,0.7,19.0,2.4834285714285715,1.957714285714286,6.848
2017-07-16,-1.0,1990.491,3.0,47.0,52.0,10.0,1.2,13.0,2.074423076923077,1.3494871794871794,4.398974358974359
2017-07-17,0.0,1886.6191,6.0,50.0,50.0,17.0,1.7,26.0,2.696063492063492,2.1197142857142857,6.765079365079365
2017-07-18,0.0,1703.5109,6.0,64.0,56.0,16.0,1.1,29.0,2.6738263665594855,2.137459807073955,6.719935691318328
2017-07-19,1.0,2086.5317,6.0,119.0,68.0,23.0,1.1,24.0,2.2953054662379424,1.7674919614147913,5.347427652733119
2017-07-20,1.0,2419.248,6.0,101.0,64.0,28.0,1.6,25.0,2.4109615384615384,1.721923076923077,4.749679487179487
2017-07-21,0.0,2057.7087,6.0,93.0,46.0,24.0,1.6,22.0,2.4418006430868164,1.732154340836013,4.555787781350482
2017-07-22,0.0,1959.4926,6.0,61.0,33.0,8.0,1.2,22.0,3.630818181818182,2.933878787878788,9.645363636363637
2017-07-23,-1.0,895.2679,5.0,44.0,32.0,2.0,0.8,24.0,4.100087209302326,3.8297674418604655,14.82264534883721
2017-07-24,0.0,1789.4364,5.0,50.0,25.0,6.0,0.8,22.0,2.7648902821316614,2.3459561128526647,8.304921630094045
2017-07-25,-1.0,1320.9795,3.0,33.0,31.0,4.0,1.2,13.0,1.9750320512820514,1.336121794871795,4.643044871794872
2017-07-26,0.0,1549.4977,5.0,54.0,50.0,8.0,3.5,19.0,1.9323151125401932,1.3491318327974275,4.963826366559486
2017-07-27,0.0,1582.1277,6.0,54.0,55.0,10.0,0.8,18.0,2.595391849529781,2.2026959247648903,7.962978056426333
2017-07-28,0.0,284.4359,7.0,43.0,26.0,9.0,0.4,22.0,4.595578034682081,4.312312138728323,16.908612716763006
2017-07-29,-1.0,1065.5417,3.0,36.0,25.0,7.0,0.6,7.0,4.487535816618911,4.072292263610315,17.82595988538682
2017-07-30,-1.0,1876.0687,6.0,38.0,48.0,8.0,1.0,26.0,1.7833333333333332,0.9786858974358975,4.101923076923077
2017-07-31,-1.0,1805.3163,9.0,39.0,55.0,11.0,1.6,24.0,1.9489102564102563,1.272852564102564,4.6582371794871795
2017-08-01,0.0,2009.0356,7.0,51.0,56.0,12.0,1.7,29.0,2.294326923076923,1.701602564102564,5.86176282051282
2017-08-02,0.0,1987.7175,8.0,61.0,54.0,0.0,1.4,30.0,2.088653846153846,1.5932371794871794,5.335929487179487
2017-08-03,0.0,1625.2535,6.0,77.0,56.0,0.0,1.3,26.0,2.38996835443038,1.9608544303797468,7.029873417721519
2017-08-04,0.0,1868.5095,7.0,61.0,25.0,13.0,1.5,23.0,2.1417628205128207,1.7352884615384614,6.027147435897436
2017-08-05,-1.0,1907.1216,3.0,33.0,33.0,5.0,1.0,8.0,2.0345686900958464,1.3735782747603833,4.975654952076677
2017-08-06,-1.0,1815.9753,3.0,44.0,34.0,5.0,1.1,14.0,1.8368488745980707,1.1234405144694533,4.383569131832798
2017-08-07,-1.0,493.15857,5.0,24.0,39.0,0.0,1.2,20.0,4.254568965517241,3.9748563218390807,17.422758620689656
2017-08-08,-1.0,1379.4958,7.0,37.0,50.0,10.0,0.6,27.0,2.575607476635514,2.1961682242990657,9.312242990654205
2017-08-09,0.0,2086.858,9.0,71.0,52.0,9.0,0.8,31.0,1.8585530546623794,1.1741800643086817,4.704951768488746
2017-08-10,0.0,1887.8699,8.0,54.0,35.0,10.0,0.8,30.0,1.8942307692307692,1.279326923076923,4.811826923076923
2017-08-11,-1.0,903.371,6.0,33.0,32.0,4.0,1.2,25.0,2.255331125827815,1.8034437086092714,6.90453642384106
2017-08-12,-1.0,935.4571,6.0,39.0,38.0,0.0,0.5,17.0,4.014970588235294,3.742176470588235,14.977970588235294
2017-08-13,-1.0,1661.092,6.0,45.0,61.0,6.0,0.8,23.0,2.4874143302180687,2.0385358255451713,8.14392523364486
2017-08-14,0.0,990.54724,8.0,38.0,51.0,19.0,2.0,26.0,1.8917419354838712,1.5383548387096775,5.889516129032258
2017-08-15,0.0,445.46448,7.0,26.0,54.0,0.0,0.6,22.0,3.3667069486404837,3.102990936555891,11.827069486404834
2017-08-16,0.0,1581.5294,7.0,64.0,63.0,11.0,1.2,19.0,2.7863636363636366,2.39564263322884,8.843761755485893
2017-08-17,0.0,1223.6335,7.0,47.0,52.0,19.0,1.5,21.0,2.149551282051282,1.8455128205128204,6.133525641025641
2017-08-18,0.0,1073.6448,6.0,34.0,35.0,11.0,1.3,17.0,3.4395356037151705,3.081888544891641,10.480030959752323
2017-08-19,-1.0,1710.9614,5.0,48.0,38.0,0.0,0.9,19.0,2.481629392971246,1.9685942492012778,6.551437699680511
2017-08-20,-1.0,1434.8579,5.0,46.0,55.0,2.0,0.8,17.0,2.2344585987261145,1.504203821656051,5.236050955414012
2017-08-21,0.0,1357.3618,6.0,45.0,59.0,6.0,1.6,27.0,2.80858934169279,2.400156739811912,8.212915360501567
2017-08-22,0.0,1815.8666,6.0,67.0,33.0,9.0,1.0,17.0,2.3905128205128205,2.0207051282051283,6.845
2017-08-23,-1.0,1541.6122,3.0,45.0,47.0,1.0,1.6,27.0,2.1258064516129034,1.5272258064516129,4.927741935483871
2017-08-24,-1.0,1997.3433,7.0,45.0,47.0,10.0,0.6,31.0,1.9056410256410254,1.0963461538461539,4.08201923076923
2017-08-25,-1.0,1701.6075,7.0,44.0,44.0,8.0,0.6,25.0,1.9070512820512822,1.3215064102564102,5.512435897435897
2017-08-26,-1.0,1669.5214,6.0,44.0,48.0,11.0,1.7,24.0,1.7679807692307692,1.1707371794871795,4.858365384615384
2017-08-27,-1.0,1860.7871,7.0,45.0,47.0,14.0,1.2,24.0,1.7290064102564104,1.1296153846153847,4.854647435897435
2017-08-28,-1.0,1880.8002,6.0,37.0,32.0,18.0,0.7,24.0,1.6693870967741935,1.1339032258064516,5.092290322580645
2017-08-29,-1.0,1044.6041,5.0,19.0,38.0,2.0,2.0,16.0,3.4824776119402987,3.2266567164179105,16.175134328358208
2017-08-30,-1.0,1368.456,6.0,44.0,45.0,8.0,1.1,29.0,2.2783540372670807,1.8313975155279505,8.90083850931677
2017-08-31,0.0,1843.4933,7.0,51.0,41.0,9.0,1.6,39.0,1.848621794871795,1.3953525641025641,5.5081410256410255
2018-05-01,0.0,1649.4866,9.0,90.0,57.0,23.0,2.3,42.0,1.3998064516129032,0.02361290322580645,2.5133548387096774
2018-05-02,0.0,2619.65,8.0,97.0,62.0,29.0,1.5,42.0,1.7014790996784566,0.5555305466237942,3.264855305466238
2018-05-03,0.0,2030.439,6.0,64.0,65.0,33.0,0.9,46.0,1.9634516129032258,0.9969354838709678,3.8981290322580646
2018-05-04,0.0,2359.439,6.0,80.0,36.0,43.0,0.9,76.0,2.080063694267516,1.2687261146496815,4.644076433121019
2018-05-05,-1.0,1094.8503,6.0,48.0,56.0,14.0,1.0,47.0,2.222857142857143,0.9934920634920634,4.543714285714286
2018-05-06,0.0,825.1854,3.0,40.0,48.0,18.0,2.7,32.0,1.5295846645367412,0.9934185303514377,5.811725239616613
2018-05-07,0.0,1764.3755,6.0,71.0,43.0,17.0,1.5,73.0,1.5109904153354632,0.885591054313099,4.990766773162939
2018-05-08,0.0,1578.4913,6.0,51.0,49.0,17.0,0.9,85.0,1.5303858520900322,0.7738263665594856,4.287106109324759
2018-05-09,0.0,2216.3682,6.0,77.0,52.0,18.0,1.1,35.0,1.601123595505618,0.7366292134831461,4.064943820224719
2018-05-10,0.0,1866.344,6.0,46.0,54.0,22.0,0.9,23.0,2.1735172413793102,1.4154827586206897,6.006689655172414
2018-05-11,0.0,1968.1323,7.0,64.0,65.0,22.0,2.4,33.0,1.7657051282051281,1.0647435897435897,4.5543589743589745
2018-05-12,0.0,2212.9468,7.0,71.0,51.0,40.0,1.6,20.0,1.9731948881789139,1.2921725239616613,4.797124600638978
2018-05-13,0.0,569.7016,6.0,31.0,56.0,19.0,0.7,12.0,3.0728908554572274,2.595309734513274,12.392713864306785
2018-05-14,0.0,969.4719,6.0,42.0,52.0,18.0,1.0,19.0,2.8127659574468082,2.407598784194529,12.306261398176291
2018-05-15,0.0,1819.209,5.0,46.0,40.0,20.0,1.0,23.0,2.089936507936508,1.6487936507936507,6.642857142857143
2018-05-16,-1.0,511.7619,6.0,33.0,28.0,0.0,0.6,25.0,2.910060240963855,2.5382530120481928,11.18081325301205
2018-05-17,-1.0,443.33276,6.0,22.0,22.0,0.0,1.4,20.0,6.135829787234043,5.595914893617021,27.871404255319153
2018-05-18,-1.0,759.81757,5.0,30.0,32.0,-1.0,0.9,17.0,2.9679117647058826,2.6867941176470587,13.920441176470588
2018-05-19,-1.0,660.23517,5.0,24.0,40.0,1.0,1.2,17.0,2.173625377643505,1.9177341389728095,12.049969788519638
2018-05-20,-1.0,1797.3746,7.0,44.0,42.0,8.0,0.0,27.0,2.5771207430340555,2.092074303405573,8.49653250773994
2018-05-21,0.0,1322.0621,8.0,58.0,45.0,8.0,0.0,26.0,1.8274358974358973,1.2526602564102565,4.907307692307692
2018-05-22,-1.0,680.0886,6.0,33.0,40.0,7.0,1.2,26.0,2.4861919504643963,2.0777708978328175,9.504086687306502
2018-05-23,-1.0,1674.4723,6.0,45.0,49.0,7.0,1.1,27.0,2.2896875000000003,1.7606875,7.527906249999999
2018-05-24,0.0,1691.5796,8.0,90.0,59.0,13.0,0.7,31.0,1.8237096774193549,0.9290645161290322,4.070967741935484
2018-05-25,0.0,1661.7769,7.0,61.0,53.0,17.0,1.3,29.0,1.815224358974359,1.2715384615384615,5.071602564102564
2018-05-26,0.0,1608.6091,5.0,44.0,40.0,7.0,0.9,15.0,2.2362539682539686,1.7114603174603176,5.962761904761905
2018-05-27,-1.0,1096.696,5.0,44.0,45.0,1.0,1.8,11.0,2.7996884735202494,2.37404984423676,8.960591900311526
2018-05-28,-1.0,368.19568,6.0,21.0,71.0,4.0,0.9,8.0,2.745649546827795,2.4070996978851964,11.650906344410876
2018-05-29,0.0,925.218,6.0,35.0,28.0,15.0,1.5,17.0,2.6431692307692307,2.2952615384615385,9.798184615384615
2018-05-30,-1.0,939.48914,6.0,24.0,40.0,3.0,0.5,14.0,2.993466257668712,2.5859509202453985,10.374478527607362
2018-05-31,-1.0,664.0168,6.0,30.0,32.0,2.0,0.9,17.0,2.9314769230769233,2.572276923076923,10.361723076923077
2018-06-01,0.0,1442.8485,6.0,64.0,43.0,1.0,0.5,25.0,3.1701230769230766,2.659723076923077,10.383846153846154
2018-06-02,-1.0,663.2514,6.0,46.0,28.0,2.0,1.1,12.0,2.7250778816199377,2.1842367601246107,7.839626168224299
2018-06-03,-1.0,781.42676,5.0,35.0,29.0,0.0,0.9,9.0,4.279944903581267,3.7661707988980715,18.522396694214876
2018-06-04,-1.0,1903.1697,3.0,40.0,37.0,0.0,1.4,12.0,1.8350931677018634,1.348105590062112,8.063509316770185
2018-06-05,0.0,2150.19,7.0,54.0,31.0,0.0,1.2,25.0,1.7443408360128618,0.8923794212218649,3.976495176848875
2018-06-06,-1.0,1357.8523,3.0,38.0,40.0,0.0,0.7,12.0,1.627202572347267,0.9417041800643087,4.433569131832797
2018-06-07,0.0,1142.2555,5.0,51.0,51.0,0.0,4.6,18.0,1.6182692307692308,1.0275641025641027,4.755448717948718
2018-06-08,0.0,1382.2977,8.0,84.0,61.0,0.0,1.3,27.0,1.7564423076923077,1.3432692307692309,5.570544871794872
2018-06-09,0.0,904.014,8.0,77.0,49.0,19.0,1.4,19.0,3.108409785932722,2.487920489296636,9.358042813455658
2018-06-10,-1.0,674.2361,5.0,42.0,34.0,14.0,1.3,11.0,3.707771260997067,3.1539882697947212,12.848416422287391
2018-06-11,-1.0,627.101,5.0,32.0,40.0,8.0,0.9,18.0,2.3439393939393938,1.9752727272727273,10.896363636363636
2018-06-12,-1.0,1442.4884,6.0,41.0,50.0,21.0,1.2,23.0,1.6701379310344828,1.1592413793103449,6.034206896551725
2018-06-13,0.0,1133.882,5.0,39.0,31.0,16.0,2.9,20.0,2.448860759493671,2.002120253164557,8.39772151898734
2018-06-14,-1.0,2003.5625,5.0,48.0,31.0,17.0,0.9,11.0,2.1315335463258784,1.1662939297124602,4.143258785942492
2018-06-15,-1.0,2344.1326,6.0,49.0,47.0,17.0,1.7,28.0,1.9533333333333336,0.7959294871794871,3.0673397435897436
2018-06-16,0.0,1907.3564,9.0,87.0,56.0,20.0,1.1,40.0,1.9135179153094464,1.0842345276872964,4.203224755700326
2018-06-17,0.0,1185.654,8.0,90.0,68.0,21.0,3.2,34.0,2.0648397435897436,1.4366666666666668,4.74474358974359
2018-06-18,1.0,1487.0123,7.0,108.0,54.0,28.0,0.6,32.0,2.2372843450479234,1.7080191693290736,5.43370607028754
2018-06-19,0.0,1561.204,5.0,45.0,38.0,16.0,0.9,24.0,3.5877439024390245,2.9302134146341463,9.577682926829269
2018-06-20,-1.0,996.7085,6.0,49.0,37.0,16.0,3.7,27.0,2.1838658146964853,1.4934185303514378,5.049904153354632
2018-06-21,-1.0,776.3396,6.0,44.0,41.0,12.0,4.4,20.0,2.2715238095238095,1.842063492063492,6.709619047619048
2018-06-22,-1.0,959.7928,6.0,40.0,31.0,11.0,1.5,26.0,2.7507407407407407,2.318888888888889,9.979567901234569
2018-06-23,-1.0,665.5924,6.0,37.0,38.0,7.0,1.5,23.0,3.5385294117647055,3.118323529411765,13.555058823529412
2018-06-24,-1.0,1754.6514,8.0,42.0,34.0,13.0,0.9,20.0,2.6630218068535827,2.123146417445483,7.755389408099688
2018-06-25,-1.0,1780.3574,5.0,37.0,35.0,13.0,0.7,25.0,2.236751592356688,1.6345859872611466,6.0821656050955415
2018-06-26,-1.0,1654.8889,6.0,47.0,38.0,19.0,0.9,26.0,1.9016987179487181,1.1693589743589743,4.558942307692307
2018-06-27,-1.0,849.85596,5.0,32.0,35.0,19.0,1.3,49.0,2.3630476190476193,1.836984126984127,7.123904761904763
2018-06-28,-1.0,1408.724,3.0,49.0,45.0,12.0,1.3,14.0,2.375727848101266,1.8720886075949366,6.4525
2018-06-29,0.0,2020.4897,6.0,77.0,57.0,14.0,0.9,31.0,2.174935483870968,1.4375483870967742,4.4717419354838706
2018-06-30,1.0,1650.8372,9.0,122.0,63.0,19.0,1.4,33.0,2.1597115384615386,1.555352564102564,4.9485256410256415
2018-07-01,0.0,1401.8811,7.0,97.0,65.0,20.0,0.8,18.0,2.201217948717949,1.6829166666666664,5.254391025641025
2018-07-02,0.0,1776.7108,6.0,80.0,70.0,24.0,1.9,22.0,2.312852564102564,1.8376923076923077,5.457852564102564
2018-07-03,1.0,1546.6628,6.0,119.0,84.0,26.0,0.9,24.0,2.692124183006536,2.048202614379085,5.550196078431372
2018-07-04,0.0,1443.884,5.0,46.0,32.0,37.0,3.6,12.0,2.407699680511182,1.8188178913738018,5.252779552715655
2018-07-05,-1.0,1564.8055,5.0,30.0,38.0,14.0,0.7,13.0,2.6056012658227847,2.0475632911392405,6.178227848101265
2018-07-06,-1.0,1098.7219,5.0,43.0,26.0,13.0,0.6,20.0,2.627602523659306,2.062397476340694,6.381640378548896
2018-07-07,0.0,1601.5862,3.0,67.0,38.0,16.0,1.1,15.0,2.2605379746835443,1.1928164556962026,4.221265822784811
2018-07-08,0.0,1485.6168,5.0,67.0,40.0,13.0,1.0,22.0,1.8381993569131836,0.8753376205787782,3.7173311897106105
2018-07-09,1.0,1612.5709,7.0,164.0,47.0,19.0,1.1,36.0,1.9262820512820513,0.9652564102564103,3.656762820512821
2018-07-10,1.0,2075.8184,5.0,105.0,51.0,22.0,1.4,31.0,2.189903536977492,1.2441479099678456,3.826848874598071
2018-07-11,0.0,2413.8672,3.0,77.0,47.0,20.0,0.5,16.0,2.41444089456869,1.3274760383386581,3.6057188498402555
2018-07-12,0.0,2462.758,6.0,71.0,46.0,0.0,0.6,22.0,2.2772611464968153,1.1592993630573247,3.6480254777070065
2018-07-13,-1.0,2254.0942,6.0,48.0,35.0,33.0,1.8,28.0,2.152324840764331,1.4038216560509555,4.996560509554141
2018-07-14,0.0,1847.7961,6.0,67.0,56.0,19.0,1.3,25.0,2.1589776357827475,1.20814696485623,4.034888178913738
2018-07-15,0.0,787.9996,5.0,64.0,63.0,16.0,1.4,21.0,2.075192307692308,1.3614102564102564,4.40048076923077
2018-07-16,1.0,2051.0576,7.0,101.0,54.0,23.0,1.2,25.0,2.674746835443038,1.9389240506329115,5.80626582278481
2018-07-17,0.0,496.2303,5.0,48.0,31.0,19.0,1.1,19.0,3.459079365079365,2.8553333333333333,9.651936507936508
2018-07-18,-1.0,2540.641,3.0,40.0,36.0,14.0,0.8,21.0,2.043440514469453,1.2043729903536977,4.222186495176849
2018-07-19,0.0,2122.8184,5.0,84.0,43.0,19.0,0.8,27.0,2.0212179487179487,1.0762500000000002,3.7076282051282052
2018-07-20,0.0,2021.0299,6.0,84.0,22.0,19.0,1.0,33.0,1.9843589743589745,1.2341666666666666,4.328461538461538
2018-07-21,-1.0,831.6682,5.0,31.0,18.0,6.0,1.1,14.0,4.189549295774648,3.6369577464788736,16.123915492957746
2018-07-22,-1.0,648.93536,3.0,38.0,42.0,6.0,1.0,10.0,4.052363112391931,3.5181556195965418,15.197896253602305
2018-07-23,-1.0,927.6941,5.0,34.0,28.0,14.0,0.6,16.0,3.399060606060606,2.9446666666666665,10.913757575757575
2018-07-24,-1.0,739.15375,3.0,26.0,45.0,9.0,0.2,17.0,3.789820895522388,3.3530746268656717,12.533761194029852
2018-07-25,-1.0,599.9094,5.0,37.0,52.0,12.0,-0.2,18.0,4.772591240875912,4.151277372262774,15.63992700729927
2018-07-26,0.0,1492.7748,6.0,51.0,53.0,14.0,0.8,27.0,3.1464939024390244,2.640762195121951,9.993963414634147
2018-07-27,0.0,1752.8057,7.0,71.0,34.0,17.0,1.6,22.0,2.6061146496815284,2.0493312101910828,6.854458598726115
2018-07-28,-1.0,1852.7932,7.0,47.0,38.0,14.0,1.3,31.0,2.1744904458598726,1.5097770700636943,5.268726114649682
2018-07-29,0.0,1683.3411,9.0,64.0,45.0,14.0,0.6,25.0,1.9841157556270095,1.280257234726688,4.519453376205788
2018-07-30,-1.0,859.1749,6.0,40.0,26.0,18.0,0.9,26.0,2.8307076923076924,2.295907692307692,9.20196923076923
2018-07-31,-1.0,820.14325,5.0,33.0,27.0,10.0,0.4,26.0,3.5539402985074626,3.0338507462686564,11.85979104477612
2018-08-01,-1.0,1379.6866,5.0,39.0,26.0,11.0,0.9,18.0,2.9979692307692307,2.516,8.928061538461538
2018-08-02,-1.0,1178.9912,6.0,21.0,25.0,10.0,0.8,21.0,3.668858858858859,3.205075075075075,11.921441441441441
2018-08-03,-1.0,646.4593,5.0,22.0,32.0,12.0,0.1,14.0,3.4426851851851854,2.986327160493827,11.145740740740742
2018-08-04,-1.0,1197.404,8.0,45.0,52.0,10.0,0.8,25.0,3.180820668693009,2.656686930091185,9.84984802431611
2018-08-05,0.0,1539.2346,10.0,50.0,58.0,18.0,0.7,21.0,2.7596551724137934,2.091692789968652,6.640752351097179
2018-08-06,0.0,1577.1858,7.0,71.0,57.0,21.0,0.0,28.0,2.4502539682539686,1.9605714285714284,6.470539682539683
2018-08-07,0.0,1454.4635,6.0,61.0,45.0,20.0,2.4,25.0,2.665579937304075,2.19858934169279,7.369592476489029
2018-08-08,0.0,1081.2996,7.0,50.0,38.0,17.0,1.1,29.0,2.332076677316294,1.824025559105431,5.899520766773163
2018-08-09,0.0,1745.1523,5.0,50.0,52.0,12.0,1.0,27.0,2.4768152866242037,1.7585031847133756,5.310828025477707
2018-08-10,0.0,1768.2021,7.0,93.0,54.0,18.0,1.9,31.0,2.216121794871795,1.513397435897436,4.524102564102564
2018-08-11,0.0,1533.2921,8.0,48.0,54.0,18.0,1.2,28.0,2.7342086330935254,2.089280575539568,6.601942446043165
2018-08-12,0.0,1074.7717,5.0,42.0,39.0,15.0,0.3,15.0,11.344454545454546,9.293000000000001,33.08836363636363
2018-08-13,-1.0,1259.8456,5.0,48.0,33.0,13.0,0.4,17.0,2.6179127725856697,2.0793457943925233,7.570342679127726
2018-08-14,-1.0,1636.2059,3.0,43.0,54.0,13.0,1.8,18.0,1.9317948717948719,1.3500320512820512,4.961314102564103
2018-08-15,0.0,1638.0518,7.0,51.0,61.0,21.0,1.0,30.0,2.3384444444444443,1.581079365079365,5.143555555555555
2018-08-16,0.0,1674.4272,8.0,80.0,66.0,25.0,1.4,25.0,4.1936746987951805,3.159578313253012,10.152710843373493
2018-08-17,0.0,1674.2021,6.0,48.0,36.0,31.0,0.5,22.0,2.3054313099041535,1.8421405750798723,5.743993610223642
2018-08-18,-1.0,1250.5266,5.0,45.0,28.0,12.0,1.1,22.0,2.7286435331230283,2.020441640378549,6.4073817034700316
2018-08-19,-1.0,1005.66736,5.0,34.0,30.0,9.0,0.6,8.0,2.377350157728707,1.761198738170347,6.154384858044164
2018-08-20,-1.0,593.60675,5.0,28.0,24.0,15.0,1.6,17.0,3.496946107784431,2.7947604790419165,10.424041916167665
2018-08-21,-1.0,464.62683,5.0,32.0,48.0,9.0,0.8,19.0,4.767758620689655,4.184770114942529,15.783132183908045
2018-08-22,-1.0,1241.3428,5.0,44.0,38.0,18.0,0.5,22.0,2.8089783281733745,2.3410526315789473,8.822693498452013
2018-08-23,-1.0,2047.141,7.0,33.0,45.0,14.0,0.7,26.0,1.77900641025641,0.9741987179487179,4.076538461538462
2018-08-24,-1.0,1995.2789,10.0,47.0,42.0,16.0,0.3,35.0,1.810224358974359,1.061955128205128,4.358589743589744
2018-08-25,0.0,1664.6581,9.0,51.0,47.0,16.0,0.3,25.0,1.9014376996805111,1.243290734824281,4.867635782747604
2018-08-26,0.0,1139.3292,8.0,51.0,72.0,21.0,1.3,21.0,1.9129487179487181,1.3854807692307691,5.119326923076923
2018-08-27,0.0,1081.7047,8.0,64.0,72.0,27.0,2.2,26.0,2.1424358974358975,1.7349999999999999,5.699647435897436
2018-08-28,0.0,1731.8717,7.0,77.0,62.0,26.0,0.8,25.0,2.2334294871794875,1.8357371794871795,5.786730769230769
2018-08-29,0.0,1907.2664,7.0,74.0,38.0,24.0,0.5,23.0,2.2886495176848873,1.8693247588424438,5.708199356913183
2018-08-30,-1.0,1507.226,6.0,48.0,39.0,14.0,1.4,23.0,2.289198717948718,1.637275641025641,4.76673076923077
2018-08-31,0.0,826.3109,6.0,51.0,34.0,16.0,1.4,24.0,3.0401246105919,2.332741433021807,7.182741433021806
2019-05-01,-1.0,516.7567,5.0,43.0,55.0,22.0,1.2,23.0,1.6615457413249213,1.225205047318612,6.764763406940062
2019-05-02,0.0,2379.5332,6.0,41.0,54.0,21.0,1.5,22.0,2.9737352941176467,2.486705882352941,12.676558823529412
2019-05-03,0.0,1120.433,6.0,31.0,74.0,21.0,1.0,24.0,1.848,1.541111111111111,6.916476190476191
2019-05-04,0.0,1049.73,6.0,34.0,36.0,21.0,1.1,14.0,2.066375,1.6970937499999998,7.979593749999999
2019-05-05,-1.0,557.98425,6.0,27.0,17.0,8.0,1.2,11.0,2.3569604863221887,2.105501519756839,10.981671732522797
2019-05-06,-1.0,1550.9534,5.0,44.0,32.0,9.0,0.7,25.0,1.6778233438485806,1.132460567823344,6.392492113564669
2019-05-07,-1.0,1734.9137,5.0,45.0,44.0,16.0,1.3,22.0,1.6153525641025641,1.186923076923077,5.5467628205128205
2019-05-08,-1.0,628.63983,6.0,38.0,28.0,19.0,0.8,24.0,1.6863057324840764,1.319968152866242,6.284076433121019
2019-05-09,-1.0,948.69867,5.0,38.0,25.0,17.0,1.3,24.0,1.851107594936709,1.4094620253164556,7.09756329113924
2019-05-10,-1.0,1361.259,6.0,36.0,29.0,13.0,0.7,18.0,1.999620253164557,1.4989240506329113,6.281898734177215
2019-05-11,-1.0,705.7876,6.0,35.0,9.0,16.0,1.1,15.0,2.4521951219512195,1.927621951219512,9.958567073170732
2019-05-12,-1.0,530.07275,5.0,37.0,13.0,3.0,0.8,9.0,1.9803603603603606,1.706126126126126,11.845345345345345
2019-05-13,-1.0,536.7544,6.0,31.0,15.0,6.0,1.1,21.0,1.894294117647059,1.4677941176470588,13.310000000000002
2019-05-14,-1.0,1848.5028,7.0,38.0,23.0,11.0,1.3,19.0,1.1854920634920636,0.6272063492063492,5.749047619047619
2019-05-15,-1.0,2714.6616,6.0,46.0,59.0,16.0,0.8,38.0,1.2968269230769232,0.3794551282051282,3.6972115384615383
2019-05-16,0.0,2557.8071,8.0,54.0,51.0,21.0,1.8,33.0,1.4781089743589744,0.7034615384615385,4.27548076923077
2019-05-17,0.0,1127.1621,6.0,51.0,64.0,20.0,1.3,25.0,1.6124920127795526,1.1226837060702874,5.524089456869009
2019-05-18,0.0,1196.0168,8.0,87.0,57.0,23.0,1.2,26.0,1.8173397435897436,1.3376282051282051,5.31173076923077
2019-05-19,0.0,1687.4309,5.0,51.0,46.0,22.0,0.4,12.0,2.00375796178344,1.5648726114649683,6.358312101910828
2019-05-20,-1.0,2613.725,5.0,46.0,20.0,20.0,1.7,15.0,2.2397452229299364,1.4444904458598726,4.739012738853503
2019-05-21,-1.0,1486.8846,2.0,41.0,27.0,13.0,1.4,11.0,1.6050320512820513,0.6263461538461538,3.4295833333333334
2019-05-22,-1.0,1183.2222,5.0,43.0,50.0,16.0,1.5,22.0,1.4192948717948717,0.5232371794871795,3.6340384615384616
2019-05-23,0.0,1612.1787,6.0,46.0,65.0,24.0,2.3,21.0,2.1477672955974842,1.5215408805031447,6.879245283018868
2019-05-24,0.0,1773.1559,6.0,54.0,39.0,19.0,1.3,28.0,1.8625320512820513,1.1518269230769231,4.678076923076923
2019-05-25,-1.0,1226.8665,7.0,47.0,58.0,16.0,0.4,24.0,1.7731410256410258,1.100128205128205,4.4889743589743585
2019-05-26,0.0,2032.9845,6.0,48.0,52.0,16.0,0.6,19.0,3.3106707317073174,2.5007621951219514,9.219176829268292
2019-05-27,0.0,1702.8794,5.0,47.0,54.0,10.0,0.7,26.0,2.245955414012739,1.5831847133757961,5.785414012738853
2019-05-28,0.0,2048.907,6.0,42.0,54.0,21.0,1.0,24.0,2.4579310344827583,1.957680250783699,7.508275862068965
2019-05-29,0.0,2358.1611,7.0,44.0,34.0,25.0,1.1,23.0,2.3713694267515923,1.6636305732484076,5.1701273885350325
2019-05-30,-1.0,2290.8228,5.0,46.0,37.0,13.0,0.9,26.0,2.353653846153846,1.5895833333333333,5.413365384615385
2019-05-31,0.0,2077.3872,6.0,58.0,49.0,15.0,1.8,26.0,1.9770512820512822,1.3315064102564103,5.03
2019-06-01,0.0,2224.0056,6.0,90.0,57.0,20.0,1.1,18.0,2.0935668789808917,1.2473248407643311,4.607675159235669
